site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,26.7478,115.0631,28,6,330,390
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
1,2009/01/01,37,6,16,136,0,0,N\A
1,2009/01/09,46,8,0,136,7,2,N\A
1,2009/01/17,25,5,0,136,4,1,N\A
1,2009/01/25,36,6,0,136,0,0,N\A
1,2009/02/02,24,5,0,136,4,1,N\A
1,2009/02/10,37,9,0,136,6,2,N\A
1,2009/02/18,13,2,8,160,7,1,N\A
1,2009/02/26,2,0,105,160,248,248,N\A
1,2009/03/06,34,8,0,136,5,1,N\A
1,2009/03/14,36,11,0,136,5,2,N\A
1,2009/03/22,2,0,105,160,248,248,N\A
1,2009/03/30,4,1,105,160,248,248,N\A
1,2009/04/07,44,14,0,136,4,2,N\A
1,2009/04/15,44,14,0,136,4,2,N\A
1,2009/04/23,55,18,0,136,4,2,N\A
1,2009/05/01,62,25,0,136,4,2,N\A
1,2009/05/09,65,23,0,136,4,2,N\A
1,2009/05/17,32,12,0,200,3,1,N\A
1,2009/05/25,56,18,16,192,4,2,N\A
1,2009/06/02,69,29,0,136,5,4,N\A
1,2009/06/10,30,7,8,160,4,1,N\A
1,2009/06/18,59,21,8,200,3,2,N\A
1,2009/06/26,51,17,8,176,2,1,N\A
1,2009/07/04,65,23,0,128,3,2,N\A
1,2009/07/12,66,26,0,192,4,3,N\A
1,2009/07/20,62,24,0,136,4,3,N\A
1,2009/07/28,67,25,0,128,4,3,N\A
1,2009/08/05,23,6,8,160,6,2,N\A
1,2009/08/13,73,30,0,136,4,3,N\A
1,2009/08/21,73,29,0,136,4,4,N\A
1,2009/08/29,81,38,0,192,4,6,N\A
1,2009/09/06,76,33,0,136,3,3,N\A
1,2009/09/14,73,29,0,136,3,3,N\A
1,2009/09/22,61,20,0,192,5,3,N\A
1,2009/09/30,71,22,0,136,4,2,N\A
1,2009/10/08,68,20,0,136,3,2,N\A
1,2009/10/16,59,17,0,136,4,2,N\A
1,2009/10/24,49,12,0,136,3,1,N\A
1,2009/11/01,50,13,0,128,4,2,N\A
1,2009/11/09,43,10,0,192,4,1,N\A
1,2009/11/17,48,12,0,136,3,1,N\A
1,2009/11/25,44,8,0,136,5,1,N\A
1,2009/12/03,36,6,16,136,0,0,N\A
1,2009/12/11,46,8,16,192,0,0,N\A
1,2009/12/19,36,6,0,136,0,0,N\A
1,2009/12/27,23,3,8,160,12,2,N\A
