site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,26.7478,115.0631,28,6,330,390
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
1,2002/01/01,36,6,16,136,0,0,N\A
1,2002/01/09,33,5,0,136,6,1,N\A
1,2002/01/17,3,0,105,160,248,248,N\A
1,2002/01/25,23,3,16,136,0,0,N\A
1,2002/02/02,6,1,8,160,0,0,N\A
1,2002/02/10,39,9,0,136,4,1,N\A
1,2002/02/18,39,9,0,136,4,1,N\A
1,2002/02/26,8,2,0,200,4,1,N\A
1,2002/03/06,37,9,0,136,6,2,N\A
1,2002/03/14,12,3,8,176,7,2,N\A
1,2002/03/30,39,12,0,136,4,2,N\A
1,2002/04/07,40,13,0,128,4,2,N\A
1,2002/04/15,60,22,0,136,4,2,N\A
1,2002/04/23,36,11,16,128,6,2,N\A
1,2002/05/01,10,2,16,192,5,1,N\A
1,2002/05/09,59,25,0,200,4,2,N\A
1,2002/05/17,28,10,0,136,3,1,N\A
1,2002/05/25,60,25,0,192,4,3,N\A
1,2002/06/02,68,28,0,136,4,3,N\A
1,2002/06/10,40,15,0,136,3,1,N\A
1,2002/06/18,51,15,16,200,3,1,N\A
1,2002/06/26,55,20,16,160,5,3,N\A
1,2002/07/04,55,21,0,200,5,3,N\A
1,2002/07/12,62,29,0,136,1,1,N\A
1,2002/07/20,61,21,0,200,3,2,N\A
1,2002/07/28,67,25,16,200,3,2,N\A
1,2002/08/05,56,20,16,192,5,3,N\A
1,2002/08/13,36,12,16,200,3,1,N\A
1,2002/08/21,78,33,0,192,3,3,N\A
1,2002/08/29,74,31,0,136,3,3,N\A
1,2002/09/06,55,17,0,200,5,3,N\A
1,2002/09/14,27,7,8,160,9,3,N\A
1,2002/09/22,51,15,16,160,6,3,N\A
1,2002/09/30,64,18,0,136,3,2,N\A
1,2002/10/08,62,23,0,136,4,2,N\A
1,2002/10/16,13,2,8,160,7,1,N\A
1,2002/10/24,28,6,16,192,0,0,N\A
1,2002/11/01,45,11,0,128,5,2,N\A
1,2002/11/09,47,12,0,136,3,1,N\A
1,2002/11/17,5,1,105,160,248,248,N\A
1,2002/11/25,33,7,16,160,5,1,N\A
1,2002/12/03,31,7,0,192,4,1,N\A
1,2002/12/11,8,1,8,176,0,0,N\A
1,2002/12/19,1,0,105,160,248,248,N\A
1,2002/12/27,8,1,16,160,0,0,N\A
